,age,workclass,education,matrial,occupation,relationship,race,sex,work-per-week,country,salary
20403,27,3,4,4,4,2,4,1,48,12,0
20404,26,3,11,2,2,0,4,1,48,38,0
20405,23,3,8,4,2,2,4,1,50,38,0
20406,60,3,12,2,3,0,4,1,60,38,1
20407,49,0,11,0,0,2,2,0,40,38,0
20408,46,3,15,2,0,0,4,1,40,38,0
20409,21,3,11,4,6,5,4,1,40,38,0
20410,48,5,14,2,2,0,4,1,60,38,0
20411,70,4,6,0,11,5,4,1,45,38,0
20412,44,1,12,4,9,1,4,0,55,38,0
20413,58,3,9,2,11,0,4,1,40,38,0
20414,41,3,7,0,3,5,2,0,40,22,0
20415,54,3,5,0,6,2,4,0,40,38,0
20416,42,4,12,0,3,2,1,1,60,18,1
20417,28,3,0,0,5,5,4,1,40,38,0
20418,65,3,1,2,5,0,4,1,20,38,0
20419,35,5,11,2,2,4,4,1,35,20,0
20420,82,3,4,6,7,2,4,1,20,38,0
20421,48,5,15,2,13,0,4,1,50,38,1
20422,44,3,10,2,3,0,1,1,40,23,1
20423,68,3,12,4,0,5,4,0,20,38,0
20424,42,3,11,2,7,0,4,1,40,38,0
20425,24,3,11,4,0,5,4,0,37,38,0
20426,54,3,15,2,5,0,2,1,40,38,0
20427,22,3,15,4,5,1,4,1,40,38,0
20428,43,5,15,2,4,0,4,1,84,38,0
20429,17,3,6,4,7,1,4,0,35,38,0
20430,46,5,11,0,13,5,4,1,50,38,0
20431,59,3,15,2,12,0,4,1,40,38,1
20432,37,3,11,2,5,0,4,1,40,38,0
20433,70,8,11,2,14,0,4,1,24,38,0
20434,57,4,11,2,11,0,4,1,30,38,1
20435,47,8,11,2,14,5,4,0,35,38,0
20436,31,3,11,4,11,2,2,0,24,38,0
20437,23,3,11,4,0,1,4,0,40,38,0
20438,17,3,2,4,7,1,4,0,25,38,0
20439,63,3,13,2,9,0,3,1,30,25,0
20440,44,3,14,0,9,5,4,1,55,38,1
20441,30,3,14,2,9,0,4,1,60,38,1
20442,23,3,15,4,9,1,4,1,20,38,0
20443,44,3,12,2,9,0,4,1,60,38,1
20444,24,3,15,4,11,1,4,0,40,38,0
20445,34,3,15,4,5,4,4,1,20,38,0
20446,37,3,15,2,2,0,4,1,65,38,0
20447,24,3,1,4,6,2,4,0,40,38,0
20448,32,3,11,0,6,1,2,0,40,38,0
20449,42,5,11,2,2,0,2,1,25,22,0
20450,20,3,15,4,7,1,4,0,10,38,0
20451,34,6,15,2,9,0,2,1,40,38,1
20452,37,3,15,4,13,2,4,0,20,32,0
20453,47,0,11,0,0,5,4,0,40,38,0
20454,25,3,6,4,4,4,4,1,45,25,0
20455,36,5,11,2,4,0,4,1,65,38,1
20456,60,3,11,2,11,0,4,1,50,38,0
20457,64,4,11,2,2,0,4,1,10,38,0
20458,32,1,9,2,0,3,4,0,40,38,0
20459,33,6,0,2,7,0,4,1,40,38,0
20460,71,3,9,4,3,5,4,0,14,38,0
20461,55,1,15,0,3,5,0,0,40,38,0
20462,85,5,11,6,11,5,4,0,50,38,0
20463,57,5,5,2,9,0,4,1,40,41,0
20464,39,3,14,2,9,0,1,1,67,18,1
20465,25,3,15,4,2,1,4,1,55,38,0
20466,58,3,15,2,2,0,4,1,40,38,1
20467,57,3,11,2,2,0,4,1,40,38,0
20468,30,3,8,0,9,2,4,0,36,38,0
20469,19,3,1,0,11,2,4,0,20,38,0
20470,40,3,15,2,9,0,4,1,40,38,1
20471,28,3,11,4,10,2,0,0,40,38,0
20472,43,0,9,2,9,0,4,1,40,38,0
20473,40,8,11,2,14,3,4,0,35,38,1
20474,19,3,11,4,7,1,4,0,15,38,0
20475,24,3,11,4,3,5,4,1,38,38,0
20476,34,3,9,4,11,5,4,1,65,38,1
20477,22,3,11,4,7,5,4,0,40,38,0
20478,64,5,8,2,4,0,4,1,55,38,0
20479,55,8,5,2,14,0,4,1,40,41,0
20480,26,3,1,2,2,0,4,1,40,38,0
20481,80,3,11,3,0,5,4,0,16,38,0
20482,79,1,10,6,9,2,4,0,40,38,0
20483,58,5,9,2,3,0,4,1,40,38,1
20484,43,3,9,0,12,5,4,1,40,38,0
20485,43,3,11,2,2,0,4,1,40,38,1
20486,46,3,11,0,7,5,4,1,25,38,0
20487,35,3,11,2,3,3,4,0,40,38,1
20488,51,3,8,2,2,0,4,1,40,38,0
20489,52,1,12,0,3,5,4,0,60,38,1
20490,43,4,9,2,11,0,4,1,60,38,1
20491,68,3,15,6,3,5,4,0,45,38,0
20492,34,6,9,2,9,3,4,0,45,38,1
20493,37,3,9,2,2,0,1,1,40,0,1
20494,22,3,11,4,11,1,2,0,40,38,0
20495,32,3,11,2,13,0,4,1,55,38,0
20496,65,5,0,2,2,0,4,1,40,38,0
20497,28,3,15,4,6,1,4,1,60,38,0
20498,37,3,11,2,13,0,1,1,40,41,0
20499,40,4,9,4,9,5,4,0,45,38,0
20500,40,3,1,4,7,4,4,1,40,38,0
20501,52,3,11,5,7,4,4,0,20,38,0
20502,35,3,15,2,2,0,4,1,60,38,0
20503,62,5,4,2,4,0,4,1,30,38,0
20504,49,3,8,2,5,0,4,1,45,38,0
20505,49,3,11,0,6,4,4,0,55,38,0
20506,47,3,9,2,9,0,4,1,40,38,1
20507,45,3,11,5,3,5,4,0,40,38,0
20508,37,3,3,3,4,4,4,1,77,25,0
20509,36,1,8,2,10,0,4,1,53,38,1
20510,36,3,0,2,2,0,4,1,70,25,0
20511,44,3,9,2,9,0,4,1,50,38,1
20512,51,6,12,2,9,0,4,1,60,38,1
20513,25,6,15,2,10,0,4,1,40,38,0
20514,28,5,11,4,2,5,4,1,55,38,0
20515,57,3,11,6,11,2,4,0,32,38,0
20516,46,3,11,2,2,0,0,1,40,38,0
20517,59,3,0,2,13,0,4,1,45,38,1
20518,28,3,1,2,5,1,4,1,40,38,0
20519,25,3,11,0,7,5,4,1,40,38,0
20520,35,3,11,3,0,2,2,0,40,38,0
20521,27,3,7,2,2,0,4,1,45,38,1
20522,29,3,9,2,11,0,4,1,40,38,1
20523,43,0,11,0,0,5,4,1,40,38,0
20524,38,0,11,4,0,1,2,0,40,38,0
20525,26,3,15,4,0,1,4,0,40,38,0
20526,55,8,12,2,14,0,4,1,50,38,1
20527,36,3,11,5,2,1,4,1,40,38,0
20528,37,3,15,2,6,0,4,1,40,38,1
20529,23,8,11,4,14,1,4,1,40,38,0
20530,34,3,11,2,7,0,4,1,30,41,0
20531,41,3,1,2,10,0,4,1,55,38,0
20532,44,3,8,5,9,5,4,0,40,5,0
20533,48,5,8,0,3,5,4,0,50,38,0
20534,35,1,11,2,10,0,2,1,35,38,1
20535,43,1,9,0,9,2,2,0,42,38,0
20536,57,0,9,2,9,0,4,1,40,38,1
20537,44,1,11,2,0,4,4,0,40,38,0
20538,28,3,11,4,7,1,4,1,40,38,0
20539,55,3,0,6,2,2,2,0,40,38,0
20540,52,3,11,2,6,0,4,1,38,38,0
20541,30,3,11,5,0,2,2,0,40,38,0
20542,31,3,10,2,9,0,1,1,50,36,1
20543,21,8,15,4,14,1,4,1,70,38,0
20544,50,4,14,2,9,0,4,1,45,38,1
20545,43,5,9,2,4,0,4,1,70,38,1
20546,33,3,11,4,6,5,3,1,50,38,0
20547,23,0,8,2,5,0,4,1,25,38,0
20548,35,3,9,2,4,0,4,1,65,40,1
20549,18,3,15,4,7,1,4,1,15,38,0
20550,21,8,15,4,14,2,3,0,40,38,0
20551,33,1,9,2,10,0,2,1,70,38,1
20552,30,0,9,4,3,4,1,0,45,38,0
20553,21,3,15,4,10,1,4,1,15,38,0
20554,36,1,9,2,0,3,4,0,35,10,1
20555,38,3,15,2,9,0,4,1,40,38,0
20556,33,3,12,2,3,0,4,1,60,1,1
20557,24,3,8,2,2,0,4,1,45,38,0
20558,24,3,15,2,9,0,2,1,40,38,0
20559,39,3,15,0,10,2,2,0,30,38,0
20560,43,3,11,2,7,0,1,1,60,2,0
20561,43,5,9,2,9,0,4,1,21,38,0
20562,62,8,12,2,14,0,4,1,2,38,1
20563,30,6,9,4,0,1,2,0,40,38,0
20564,25,3,1,2,13,0,4,1,40,38,0
20565,45,3,11,2,7,3,4,0,35,38,0
20566,22,3,15,4,10,5,4,1,20,38,0
20567,73,3,9,2,9,0,4,1,40,38,1
20568,26,3,15,2,2,0,4,1,40,38,1
20569,24,3,11,4,6,4,2,1,45,38,0
20570,18,3,2,4,2,1,4,1,20,38,0
20571,35,3,9,2,5,0,4,1,35,38,1
20572,22,3,15,5,11,2,4,0,43,38,0
20573,28,3,15,2,5,0,4,1,40,25,0
20574,38,3,15,2,2,0,4,1,45,38,0
20575,68,8,10,2,14,0,4,1,70,38,0
20576,40,1,11,2,0,3,4,0,40,38,0
20577,32,3,15,2,6,0,4,1,84,38,1
20578,42,3,11,2,13,0,4,1,50,38,1
20579,31,6,11,2,0,4,4,0,35,38,0
20580,33,3,9,2,9,0,4,1,50,21,0
20581,54,5,9,0,13,5,4,1,65,38,0
20582,63,3,11,0,4,5,4,1,25,38,0
20583,67,5,9,2,11,0,4,1,30,38,0
20584,47,3,11,0,7,5,2,0,14,38,0
20585,67,4,9,6,7,2,4,0,35,38,0
20586,33,3,11,2,0,3,3,0,19,38,0
20587,33,1,11,5,7,1,4,0,80,38,0
20588,25,1,9,2,0,0,4,1,40,38,0
20589,25,3,15,4,0,5,4,0,40,38,0
20590,35,3,15,0,6,2,4,1,40,38,0
20591,54,3,11,2,2,0,4,1,40,38,1
20592,35,5,11,2,4,0,4,1,80,38,1
20593,18,3,1,4,7,1,4,1,12,38,0
20594,54,8,11,0,14,5,4,0,25,38,0
20595,30,3,1,2,4,0,4,1,60,25,0
20596,29,3,0,4,2,5,4,1,48,38,0
20597,41,3,9,2,9,3,4,0,10,38,1
20598,40,3,7,2,12,0,4,1,40,38,1
20599,46,3,15,2,12,0,4,1,40,38,1
20600,39,3,7,2,12,3,4,0,45,38,0
20601,42,3,9,2,0,3,4,0,40,38,1
20602,49,5,9,2,2,0,4,1,50,38,1
20603,23,3,15,4,7,1,4,0,40,38,0
20604,34,3,5,2,13,0,4,1,40,38,0
20605,42,5,11,2,2,0,4,1,48,38,0
20606,31,3,15,2,2,0,4,1,50,38,1
20607,72,8,11,2,14,3,4,0,2,38,0
20608,31,3,8,2,13,0,4,1,30,38,1
20609,90,3,12,2,9,3,4,0,40,38,1
20610,27,5,9,4,9,1,4,0,40,38,0
20611,18,8,11,4,14,4,4,1,40,38,0
20612,30,5,11,4,2,5,4,1,50,38,1
20613,27,1,11,4,9,1,2,0,40,38,0
20614,27,5,1,2,3,0,4,1,50,38,0
20615,28,3,11,4,2,5,4,1,40,38,0
20616,40,3,11,4,0,1,4,0,45,38,0
20617,43,1,12,5,9,2,2,0,37,38,0
20618,26,3,11,2,13,0,4,1,50,38,0
20619,48,5,8,2,7,3,4,0,15,38,0
20620,41,3,7,2,4,0,1,1,40,38,0
20621,32,3,11,2,2,0,4,1,40,10,0
20622,23,3,11,4,2,5,4,1,40,38,0
20623,35,3,1,2,11,0,4,1,65,38,0
20624,42,3,15,2,3,0,4,1,50,38,0
20625,27,6,9,4,9,5,4,0,40,38,0
20626,34,3,11,2,13,0,4,1,40,38,0
20627,25,3,9,4,9,1,4,0,40,38,0
20628,46,1,9,4,9,1,4,1,45,38,1
20629,34,3,15,2,7,0,1,1,40,29,0
20630,39,3,11,6,0,5,4,0,40,38,0
20631,33,3,11,4,6,1,4,0,40,41,0
20632,25,3,9,4,0,5,4,1,40,38,0
20633,45,3,8,0,3,5,4,1,50,38,0
20634,46,3,9,0,9,5,4,1,40,38,0
20635,23,3,11,0,2,5,4,1,50,20,0
20636,37,3,15,4,3,5,2,1,40,38,0
20637,39,3,12,2,9,0,4,1,40,41,1
20638,38,5,11,2,5,0,4,1,40,38,1
20639,35,5,15,2,7,0,4,1,40,38,0
20640,49,4,9,2,11,0,4,1,50,38,1
20641,37,3,7,2,9,3,4,0,13,38,1
20642,45,3,11,0,7,2,4,0,40,38,0
20643,71,3,2,4,7,5,4,0,40,38,0
20644,44,3,9,2,11,0,4,1,60,38,1
20645,19,8,15,4,14,1,4,1,22,38,0
20646,38,3,8,4,12,5,4,0,40,38,0
20647,42,1,11,2,2,0,4,1,40,38,0
20648,29,3,8,2,3,0,4,1,60,38,1
20649,48,3,1,2,6,0,4,1,40,38,0
20650,56,4,8,2,11,0,4,1,54,38,1
20651,32,0,11,2,12,0,4,1,40,38,0
20652,19,3,11,4,7,5,4,0,30,38,0
20653,57,5,15,5,11,5,4,1,35,38,0
20654,55,3,0,4,13,5,4,1,60,38,0
20655,48,8,1,5,14,2,4,1,40,38,0
20656,46,4,2,2,2,0,4,1,45,41,0
20657,36,3,6,5,7,2,2,0,40,41,0
20658,66,3,9,2,11,0,4,1,50,38,1
20659,26,3,11,4,0,1,2,1,40,38,0
20660,58,4,8,2,3,0,4,1,40,38,1
20661,62,3,9,2,9,0,4,1,55,38,1
20662,31,3,9,4,9,2,3,1,40,38,0
20663,77,8,8,3,14,5,4,0,25,38,0
20664,25,3,11,2,6,0,4,1,40,38,0
20665,38,3,9,2,0,0,4,1,56,38,0
20666,33,3,9,0,3,5,4,0,40,38,0
20667,51,0,15,0,9,5,2,0,40,38,0
20668,20,3,8,4,4,1,4,1,40,38,0
20669,40,0,11,2,0,0,4,1,40,38,0
20670,20,3,0,4,7,5,4,1,40,38,0
20671,41,1,15,0,3,2,4,0,25,38,0
20672,44,3,2,0,6,2,4,0,40,38,0
20673,35,3,11,2,4,0,4,1,40,38,0
20674,35,5,11,3,4,5,4,1,60,38,0
20675,46,0,15,4,0,2,2,0,40,38,0
20676,24,3,15,4,0,5,4,0,17,38,0
20677,18,3,15,4,7,1,4,1,40,38,0
20678,37,3,11,2,6,0,4,1,40,38,0
20679,58,3,10,4,9,5,4,1,8,38,0
20680,55,3,8,2,0,0,4,1,40,38,0
20681,68,3,11,4,11,5,4,0,30,38,0
20682,41,3,9,2,9,0,4,1,40,38,1
20683,50,3,12,2,3,0,4,1,50,38,1
20684,48,3,11,2,2,0,4,1,40,38,0
20685,42,8,15,4,14,5,4,1,45,38,0
20686,45,3,11,2,10,0,4,1,40,38,0
20687,43,3,15,2,9,0,4,1,40,38,0
20688,37,3,15,2,2,0,4,1,35,38,0
20689,43,3,9,2,3,0,4,1,45,38,1
20690,36,3,11,0,6,2,4,0,40,38,0
20691,60,3,11,2,7,0,1,1,30,29,0
20692,27,3,11,0,2,5,4,1,50,38,0
20693,36,3,9,2,11,0,4,1,50,38,1
20694,47,6,7,2,13,0,4,1,40,38,0
20695,33,3,15,4,2,5,4,1,80,38,0
20696,19,6,2,4,13,1,2,1,20,38,0
20697,33,3,9,4,7,5,1,0,35,36,0
20698,34,3,9,2,9,0,4,1,40,38,1
20699,33,3,11,0,7,2,4,0,40,38,0
20700,57,3,15,0,11,5,4,0,48,38,0
20701,59,3,12,4,11,5,4,0,45,38,1
20702,36,3,11,2,2,1,4,0,40,38,0
20703,60,3,7,2,0,0,4,1,40,38,1
20704,33,1,8,2,12,0,4,1,40,38,0
20705,41,3,9,4,9,5,4,0,45,38,0
20706,20,5,15,4,9,1,4,1,10,38,0
20707,28,1,9,4,9,5,4,0,50,38,0
20708,24,6,12,4,9,5,1,1,20,18,0
20709,31,3,2,4,4,5,2,1,60,38,0
20710,38,3,11,3,2,2,4,0,40,38,0
20711,40,3,9,0,9,5,4,0,45,38,0
20712,55,6,9,2,9,0,4,1,15,38,0
20713,49,3,11,2,6,0,4,1,50,38,0
20714,33,3,11,0,13,5,4,1,45,38,0
20715,52,3,4,4,6,5,4,0,40,41,0
20716,24,1,9,4,9,5,4,1,35,38,0
20717,46,3,9,0,2,5,4,1,48,38,0
20718,20,3,15,4,0,1,4,0,20,38,0
20719,50,3,4,2,5,0,4,1,40,25,0
20720,22,3,11,4,0,2,4,1,40,38,0
20721,32,4,15,2,13,0,2,1,35,13,0
20722,46,3,11,2,11,0,4,1,65,38,1
20723,62,8,11,2,14,0,4,1,30,38,0
20724,39,3,15,2,3,0,4,1,62,38,1
20725,26,3,15,4,0,1,4,0,15,38,0
20726,20,3,15,4,11,1,2,0,14,38,0
20727,37,4,15,2,3,0,4,1,50,38,0
20728,40,3,15,0,0,2,4,0,24,38,0
20729,22,3,15,4,7,1,4,0,38,38,0
20730,32,3,9,4,3,1,4,0,40,38,1
20731,41,3,15,0,12,5,4,1,50,38,0
20732,24,3,7,2,0,3,4,0,40,38,0
20733,40,3,11,2,3,0,4,1,40,38,0
20734,37,6,14,2,9,3,4,0,39,38,1
20735,42,3,12,2,0,0,4,1,40,38,1
20736,56,3,6,6,11,2,4,0,40,38,0
20737,20,3,15,4,5,5,4,1,50,38,0
20738,55,1,11,0,0,2,4,1,40,38,0
20739,29,3,11,4,2,4,4,1,40,38,0
20740,37,3,11,0,2,5,4,1,40,38,0
20741,61,5,9,2,13,0,4,1,60,38,0
20742,26,3,9,4,9,5,4,1,38,38,0
20743,49,4,15,0,2,5,4,1,55,38,0
20744,18,1,5,4,4,1,4,1,40,38,0
20745,30,3,6,4,4,4,2,1,40,38,0
20746,24,3,11,4,7,1,2,0,20,41,0
20747,24,6,11,2,12,0,4,1,40,38,0
20748,37,3,11,4,13,5,4,1,40,38,0
20749,37,1,11,0,0,2,4,0,40,38,0
20750,36,3,15,2,6,0,4,1,65,38,0
20751,40,3,11,2,4,0,4,1,40,38,0
20752,44,5,11,2,2,0,4,1,55,38,0
20753,43,5,11,2,2,0,4,1,20,38,0
20754,19,3,15,4,5,5,4,0,35,38,0
20755,50,3,12,2,3,3,4,0,40,38,0
20756,17,8,0,4,14,1,4,1,30,38,0
20757,39,3,11,2,0,3,2,0,50,38,0
20758,43,3,11,0,2,2,4,1,40,38,0
20759,43,3,11,2,6,0,4,1,40,38,0
20760,40,3,12,4,9,5,4,1,40,38,1
20761,31,6,15,4,2,5,4,1,40,38,0
20762,25,3,9,0,2,5,4,1,40,38,0
20763,30,0,9,4,9,5,4,1,40,38,0
20764,55,3,6,2,4,0,4,1,40,38,0
20765,55,3,5,2,0,0,4,1,75,38,0
20766,29,3,15,2,3,0,2,1,40,38,0
20767,28,3,9,4,0,5,4,1,60,38,1
20768,30,3,11,2,2,0,4,1,40,38,0
20769,33,3,11,2,11,0,4,1,55,38,0
20770,23,3,11,4,0,1,4,1,40,38,0
20771,71,3,1,4,8,5,4,0,75,38,0
20772,22,8,15,2,14,0,4,1,6,38,0
20773,21,3,15,4,11,5,4,0,40,38,0
20774,62,8,11,2,14,0,1,1,24,2,0
20775,22,8,15,3,14,2,2,0,40,38,0
20776,49,3,11,2,4,0,4,1,40,38,0
20777,31,3,7,2,6,0,4,1,20,38,0
20778,27,3,7,4,9,5,4,1,40,38,0
20779,27,3,12,2,9,0,1,1,40,16,1
20780,26,3,15,4,7,5,4,1,20,38,0
20781,30,8,15,2,14,0,4,1,40,38,0
20782,17,3,0,4,7,1,4,0,30,38,0
20783,26,3,15,4,13,5,4,1,50,38,0
20784,45,3,11,0,0,5,4,0,40,1,0
20785,50,3,11,2,2,0,4,1,40,38,1
20786,31,3,11,4,4,2,4,1,45,38,0
20787,51,3,7,4,0,5,4,0,40,38,0
20788,56,3,6,6,6,2,4,0,40,38,0
20789,24,6,9,4,6,5,4,1,35,38,0
20790,29,3,2,4,5,5,4,1,40,5,0
20791,26,3,15,4,11,5,4,1,24,38,0
20792,51,3,15,2,3,0,4,1,45,38,0
20793,32,1,11,2,10,0,4,1,40,38,0
20794,47,6,9,2,3,0,4,1,40,38,1
20795,30,3,11,4,6,5,4,1,40,38,0
20796,41,8,1,6,14,4,2,0,40,38,0
20797,49,0,15,2,2,0,4,1,40,38,0
20798,40,3,15,2,9,0,0,1,40,38,1
20799,62,3,11,2,0,0,4,1,40,38,1
20800,43,4,9,2,9,0,4,1,60,38,0
20801,76,3,4,4,5,5,4,1,20,38,0
20802,40,8,12,2,14,0,4,1,60,38,1
20803,35,3,9,2,11,0,4,1,50,38,1
20804,27,3,11,4,5,1,4,0,40,38,0
20805,54,4,9,2,3,0,4,1,40,38,1
20806,55,5,11,2,11,0,4,1,40,38,0
20807,21,3,15,4,11,1,4,1,12,38,0
20808,20,3,15,4,5,1,4,1,20,38,0
20809,39,3,11,5,0,5,4,0,20,38,0
20810,26,3,9,4,9,1,4,1,64,38,1
20811,20,3,11,4,6,1,4,0,42,38,0
20812,28,3,11,2,13,0,4,1,60,38,0
20813,56,0,15,5,7,5,2,1,40,38,0
20814,39,3,2,2,6,0,4,1,40,38,0
20815,44,0,9,2,3,0,1,1,40,38,1
20816,55,3,11,2,2,0,4,1,40,38,1
20817,54,5,11,2,11,0,4,1,40,38,0
20818,30,3,9,4,9,5,4,1,45,38,1
20819,34,1,11,2,10,0,4,1,57,38,1
20820,42,3,11,4,13,2,2,0,38,38,0
20821,50,4,15,5,3,2,4,0,75,38,0
20822,34,0,15,2,0,0,2,1,40,38,1
20823,23,3,8,4,2,1,4,1,33,38,0
20824,27,8,9,4,14,2,1,1,25,29,0
20825,81,8,9,6,14,5,4,1,5,38,0
20826,47,3,1,4,6,2,2,0,40,38,0
20827,57,3,4,2,2,0,4,1,40,38,0
20828,65,8,8,2,14,3,4,0,56,38,1
20829,33,3,12,4,9,5,2,1,50,38,0
20830,37,3,11,0,2,2,4,0,48,38,0
20831,53,3,9,4,3,2,4,0,40,38,0
20832,27,6,9,4,0,5,4,0,40,38,0
20833,47,3,11,2,2,0,4,1,50,38,1
20834,42,3,7,2,9,0,4,1,50,38,0
20835,39,3,15,4,9,5,2,1,40,38,1
20836,58,1,9,2,3,0,4,1,40,38,0
20837,20,3,11,4,0,4,4,1,24,38,0
20838,19,3,11,4,6,4,4,1,40,38,0
20839,39,3,11,2,2,0,4,1,35,38,0
20840,51,3,11,0,3,5,4,1,44,38,0
20841,52,3,11,0,11,5,4,0,40,10,0
20842,53,3,15,4,0,5,4,0,50,38,1
20843,50,3,15,2,11,0,4,1,40,38,0
20844,36,3,11,0,6,5,4,1,40,38,0
20845,30,3,9,4,12,5,4,0,72,38,0
20846,30,3,15,4,0,2,2,0,40,41,0
20847,50,3,11,2,11,0,4,1,55,38,1
20848,76,3,5,6,8,5,4,0,40,38,0
20849,46,5,9,2,11,0,4,1,40,38,1
20850,24,3,15,4,5,1,2,1,40,38,0
20851,26,3,11,2,11,0,4,1,40,38,0
20852,56,5,14,2,9,0,4,1,50,38,1
20853,50,3,9,2,9,0,4,1,40,38,1
20854,22,3,15,2,2,0,4,1,40,38,0
20855,23,1,9,4,9,5,4,0,35,38,0
20856,51,3,11,2,3,0,4,1,50,38,0
20857,58,3,0,2,13,0,4,1,40,38,0
20858,38,3,6,2,7,3,2,0,24,13,0
20859,45,3,15,2,6,0,4,1,40,38,1
20860,55,5,11,6,11,5,4,1,40,38,0
20861,45,3,15,2,11,0,4,1,60,38,1
20862,42,3,15,0,6,5,4,1,45,38,0
20863,44,6,9,2,0,0,4,1,46,38,1
20864,60,3,9,2,9,0,4,1,50,38,1
20865,27,3,15,4,11,5,4,1,40,38,0
20866,25,1,15,2,3,0,4,1,40,38,1
20867,61,8,9,0,14,5,4,0,24,38,0
20868,43,3,11,2,3,0,4,1,50,38,1
20869,44,1,8,4,12,5,4,1,40,38,0
20870,63,3,5,6,7,5,4,0,41,38,0
20871,46,1,12,4,9,5,4,0,43,38,0
20872,47,3,15,2,3,0,4,1,40,38,0
20873,37,3,15,0,11,5,2,1,40,38,0
20874,43,3,11,5,3,2,2,0,40,38,0
20875,46,3,12,2,9,0,4,1,35,38,1
20876,48,8,0,2,14,3,2,0,35,38,0
20877,61,5,7,3,3,5,4,0,90,38,0
20878,53,0,11,2,0,0,2,1,40,38,1
20879,79,8,5,2,14,0,4,1,35,38,0
20880,44,3,11,4,2,5,4,1,30,38,0
20881,54,3,11,2,3,0,4,1,45,38,0
20882,22,3,15,4,9,1,4,0,40,38,0
20883,47,0,11,2,13,0,2,1,50,38,1
20884,18,3,11,4,7,1,4,0,20,38,0
20885,25,3,0,2,2,0,4,1,40,25,0
20886,24,3,15,4,0,1,4,0,40,19,0
20887,37,1,9,2,0,0,4,1,40,38,1
20888,51,3,15,0,0,2,4,0,40,38,1
20889,35,5,11,2,2,0,4,1,60,38,1
20890,59,3,15,4,0,1,4,0,34,38,0
20891,46,3,15,3,2,5,1,1,40,29,0
20892,45,1,8,2,10,0,4,1,60,38,1
20893,19,3,11,4,7,1,4,1,15,38,0
20894,22,3,11,4,0,1,4,0,28,38,0
20895,41,3,9,2,2,0,4,1,40,38,0
20896,33,5,11,2,3,0,4,1,40,38,0
20897,26,0,11,4,0,5,2,0,40,38,0
20898,22,3,15,2,5,0,4,1,35,38,0
20899,29,5,11,2,9,0,4,1,65,38,1
20900,22,3,11,4,0,5,4,0,39,38,0
20901,34,3,7,2,12,0,4,1,10,38,0
20902,23,3,2,2,5,1,4,1,40,38,0
20903,20,3,11,2,0,0,4,1,50,38,0
20904,25,3,9,4,9,5,1,0,40,38,0
20905,59,3,11,2,0,0,4,1,40,38,1
20906,44,3,15,2,2,0,4,1,55,38,0
20907,55,3,15,2,12,0,4,1,40,38,0
20908,77,5,15,6,0,5,4,0,1,38,0
20909,42,3,12,2,3,0,4,1,40,38,1
20910,47,3,11,2,2,0,4,1,40,38,1
20911,42,3,15,2,6,0,4,1,40,38,0
20912,45,3,15,2,2,0,4,1,40,38,0
20913,23,3,11,2,7,0,4,1,40,12,0
20914,60,8,6,2,14,0,4,1,40,38,0
20915,23,3,15,4,2,5,4,1,40,38,0
20916,52,3,11,2,2,0,4,1,40,38,0
20917,49,3,11,2,2,0,4,1,40,38,1
20918,20,3,15,4,2,1,4,1,40,38,0
20919,20,3,11,4,7,5,4,0,20,38,0
20920,23,1,11,4,7,1,4,0,45,38,0
20921,30,3,15,0,2,5,4,1,65,38,0
20922,45,3,11,2,5,0,4,1,48,38,1
20923,30,3,14,6,7,5,4,1,35,38,0
20924,17,3,6,4,7,1,4,0,20,38,0
20925,22,3,11,4,11,5,4,1,40,38,0
20926,25,3,9,4,5,1,4,1,40,38,0
20927,52,3,15,2,3,0,4,1,55,1,1
20928,40,3,15,2,12,3,4,0,40,38,1
20929,18,8,0,4,14,1,2,1,30,38,0
20930,58,3,11,2,3,0,4,1,45,38,0
20931,30,3,11,2,2,0,4,1,50,38,0
20932,59,3,0,2,5,0,4,1,40,38,0
20933,29,3,15,4,7,5,2,0,30,22,0
20934,26,3,8,0,9,2,4,0,40,38,0
20935,39,1,9,6,9,2,1,0,10,23,0
20936,33,3,9,2,3,0,4,1,50,38,1
20937,21,8,15,4,14,1,4,0,40,38,0
20938,22,3,15,4,11,1,4,1,24,38,0
20939,25,3,15,2,2,1,4,1,40,38,0
20940,19,8,15,4,14,1,4,0,20,38,0
20941,44,3,15,5,9,2,2,0,40,38,0
20942,35,3,11,0,11,1,4,0,40,38,0
20943,40,3,11,2,5,0,4,1,40,38,0
20944,19,3,1,4,0,1,4,0,20,38,0
20945,37,3,11,2,2,0,4,1,35,25,1
20946,32,3,8,2,12,0,4,1,40,38,0
20947,52,5,11,0,13,5,4,1,65,38,0
20948,36,3,11,2,2,0,4,1,41,38,0
20949,38,3,15,0,2,2,4,0,40,38,0
20950,57,6,9,0,6,5,2,1,39,38,0
20951,22,6,15,4,0,5,4,0,15,38,0
20952,80,8,11,2,14,0,4,1,8,1,0
20953,20,3,15,4,0,1,4,0,35,38,0
20954,40,3,1,5,6,5,2,1,36,38,0
20955,36,5,9,2,4,0,4,1,50,38,0
20956,27,3,11,0,0,2,4,0,40,38,0
20957,52,3,11,3,0,5,4,0,50,38,0
20958,43,3,11,5,13,2,4,0,44,38,0
20959,35,3,11,2,13,0,4,1,40,38,0
20960,29,3,11,2,4,0,2,1,40,38,0
